Available_bike_stands,StationID,Hour,Weekday,past_available_bike_stands,Total_Available_bike_stands,Temp,Weather(Rain),Wind_Speed
54.0,37,2,2,54.0,1294.6667,3.08,0,1.5
54.0,37,3,2,54.0,1294.0,2.97,0,2.1
54.0,37,4,2,54.0,1234.0,1.96,0,2.1
54.0,37,5,2,54.0,1298.5,1.76,0,3.6
53.8333,37,6,2,54.0,1216.1667,1.81,0,2.1
54.0,37,7,2,53.8333,1117.1667,1.99,0,1.5
42.3333,37,8,2,54.0,897.6667,3.9,0,2.1
37.3333,37,9,2,42.3333,1114.8333,7.9,0,2.6
34.6667,37,10,2,37.3333,1218.6667,11.1,0,3.1
36.0,37,11,2,34.6667,1167.5,13.06,0,2.1
38.8333,37,12,2,36.0,1133.5,14.39,0,3.6
43.8333,37,14,2,33.0,1172.8333,15.19,0,4.1
51.5,37,15,2,43.8333,1157.6667,14.26,0,4.6
50.3333,37,16,2,51.5,1108.6667,13.24,0,4.6
59.0,37,17,2,50.3333,983.1667,11.16,0,3.6
58.3333,37,18,2,59.0,1064.3333,9.05,0,3.1
54.8333,37,19,2,58.3333,1163.8333,7.57,0,1.5
57.1667,37,20,2,54.8333,1196.3333,7.53,0,1.5
59.1667,37,21,2,57.1667,1256.6667,5.1,0,1.5
55.1667,37,22,2,59.1667,1246.8333,4.46,0,2.1
47.5,37,23,2,55.1667,1268.1667,3.33,0,1.5
24.0,37,1,3,23.8333,1296.6667,3.88,0,2.1
16.0,37,2,3,24.0,1300.0,2.4,0,0.5
17.3333,37,9,3,14.6667,1115.3333,6.2,0,5.1
18.3333,37,10,3,17.3333,1181.0,8.75,0,5.1
18.6667,37,11,3,18.3333,1187.6667,9.62,0,5.7
13.5,37,12,3,18.6667,1148.1667,10.77,0,3.1
20.0,37,13,3,13.5,1110.5,11.91,0,2.1
19.3333,37,14,3,20.0,1214.5,12.76,0,2.6
23.8333,37,15,3,19.3333,1192.1667,12.77,0,2.1
25.0,37,16,3,23.8333,1106.0,11.14,0,3.6
29.1667,37,17,3,25.0,980.5,9.05,0,3.1
26.6667,37,18,3,29.1667,1045.0,7.46,0,3.1
24.5,37,19,3,26.6667,1145.6667,6.84,0,3.1
30.0,37,20,3,24.5,1206.3333,6.34,0,3.1
30.0,37,21,3,30.0,1254.5,6.12,0,1.5
26.0,37,22,3,30.0,1271.1667,5.67,0,1.0
26.5,37,23,3,26.0,1276.6667,5.15,0,2.6
30.0,37,1,4,30.0,1302.0,5.3,0,1.5
30.0,37,2,4,30.0,1305.0,5.31,0,0.5
30.0,37,3,4,30.0,1304.0,5.31,0,2.1
30.0,37,4,4,30.0,1268.8333,5.88,0,5.1
30.0,37,5,4,30.0,1298.1667,7.22,0,4.1
29.6667,37,6,4,30.0,1244.0,7.24,0,2.6
29.3333,37,7,4,29.6667,1116.5,6.48,0,1.0
27.5,37,8,4,29.3333,918.3333,7.16,0,0.5
22.0,37,9,4,27.5,1215.8333,8.13,0,1.0
24.3333,37,10,4,22.0,1180.6667,9.14,0,1.0
25.6667,37,11,4,24.3333,1174.6667,8.86,0,0.5
24.6667,37,12,4,25.6667,1149.1667,9.98,1,4.1
24.5,37,13,4,24.6667,1120.6667,10.09,0,4.1
19.5,37,14,4,24.5,1196.3333,10.73,0,5.7
22.5,37,15,4,19.5,1190.6667,10.13,0,6.2
25.5,37,16,4,22.5,1088.5,10.03,0,6.2
29.6667,37,17,4,25.5,995.3333,9.5,1,4.6
27.6667,37,18,4,29.6667,1075.3333,9.11,1,4.6
29.3333,37,19,4,27.6667,1144.0,8.93,0,4.1
24.1667,37,20,4,29.3333,1181.8333,9.21,0,3.6
25.3333,37,21,4,24.1667,1217.8333,9.11,0,3.6
28.3333,37,22,4,25.3333,1258.1667,9.01,0,3.6
30.0,37,23,4,28.3333,1278.0,8.54,1,3.6
39.0,38,1,5,39.6667,1274.3333,7.96,0,3.6
39.0,38,2,5,39.0,1284.6667,7.06,0,2.1
39.0,38,3,5,39.0,1299.6667,6.55,0,1.5
39.0,38,4,5,39.0,1241.0,6.96,0,3.6
39.0,38,5,5,39.0,1265.3333,6.88,0,2.1
36.1667,38,6,5,39.0,1192.8333,6.9,0,2.6
34.8333,38,7,5,36.1667,1121.0,5.13,0,2.1
37.6667,38,8,5,34.8333,903.6667,6.32,0,1.5
37.3333,38,9,5,37.6667,1090.6667,8.75,0,1.0
36.1667,38,10,5,37.3333,1138.3333,10.73,0,2.6
39.5,38,11,5,36.1667,1135.5,12.51,0,3.1
36.1667,38,12,5,39.5,1101.8333,13.93,0,2.1
38.5,38,13,5,36.1667,1100.1667,12.96,0,2.6
34.5,38,14,5,38.5,1181.5,12.35,1,2.6
35.3333,38,15,5,34.5,1181.3333,11.22,1,3.6
30.6667,38,16,5,35.3333,1100.3333,10.67,1,3.6
27.5,38,17,5,30.6667,1035.8333,9.65,1,4.1
27.1667,38,18,5,27.5,1174.1667,9.65,1,5.1
27.8333,38,19,5,27.1667,1214.0,9.67,1,4.6
18.3333,38,20,5,27.8333,1234.8333,9.65,1,1.0
20.5,38,21,5,18.3333,1267.8333,9.65,1,4.1
20.6667,38,22,5,20.5,1273.0,9.65,1,3.6
17.3333,38,23,5,20.6667,1265.6667,9.34,1,4.1
26.0,38,1,6,25.0,1304.6667,8.64,0,4.1
26.0,38,2,6,26.0,1295.8333,7.99,1,6.7
26.0,38,3,6,26.0,1289.6667,7.02,1,4.1
26.0,38,4,6,26.0,1260.1667,5.93,0,4.6
25.6667,38,5,6,26.0,1308.6667,5.63,0,4.6
26.6667,38,6,6,25.6667,1276.6667,4.8,0,3.6
28.3333,38,7,6,26.6667,1269.1667,5.61,0,2.6
31.8333,38,8,6,28.3333,1259.5,6.97,1,2.1
30.5,38,9,6,31.8333,1226.6667,8.46,1,2.1
26.0,38,10,6,30.5,1236.6667,8.51,1,5.1
19.0,38,11,6,26.0,1220.5,10.43,1,6.7
13.5,38,12,6,19.0,1232.5,10.88,1,8.7
7.6667,38,13,6,13.5,1239.1667,11.07,1,8.7
4.6667,38,14,6,7.6667,1237.6667,11.3,1,10.8
2.0,38,15,6,4.6667,1232.0,10.37,1,8.7
0.5,38,16,6,2.0,1238.1667,9.04,1,9.3
0.6667,38,17,6,0.5,1212.8333,8.47,1,7.7
0.8333,38,18,6,0.6667,1249.3333,7.51,1,8.7
3.3333,38,19,6,0.8333,1218.1667,7.4,1,7.7
3.3333,38,20,6,3.3333,1271.0,6.9,1,6.7
5.3333,38,21,6,3.3333,1263.8333,6.48,1,7.2
8.3333,38,22,6,5.3333,1261.3333,6.28,1,8.2
7.1667,38,23,6,8.3333,1281.8333,6.06,1,5.7
9.0,38,1,7,8.8333,1297.3333,5.95,1,6.7
9.0,38,2,7,9.0,1302.0,5.95,1,6.2
9.0,38,3,7,9.0,1311.3333,6.18,1,5.1
9.0,38,4,7,9.0,1260.8333,6.06,1,5.1
10.1667,38,6,7,9.6667,1284.6667,6.06,1,5.1
10.1667,38,6,7,9.6667,1284.6667,6.17,1,4.6
11.0,38,7,7,10.1667,1290.5,6.12,0,3.6
6.6667,38,8,7,11.0,1274.6667,5.88,0,3.6
8.0,38,9,7,6.6667,1269.8333,6.01,1,3.1
12.5,38,10,7,8.0,1236.1667,5.18,1,4.1
16.8333,38,11,7,12.5,1260.5,4.43,1,1.0
18.0,38,12,7,16.8333,1263.0,3.74,1,4.6
13.3333,38,13,7,18.0,1275.1667,2.75,1,5.1
11.8333,38,14,7,13.3333,1258.8333,2.37,1,5.7
11.1667,38,15,7,11.8333,1272.1667,2.45,1,6.7
11.6667,38,16,7,11.1667,1279.5,1.68,1,7.7
12.1667,38,17,7,11.6667,1263.5,0.46,1,6.7
12.5,38,18,7,12.1667,1278.1667,0.46,1,6.7
17.5,38,19,7,12.5,1257.1667,0.75,1,7.7
19.0,38,20,7,17.5,1288.3333,1.18,1,6.2
21.3333,38,21,7,19.0,1281.0,1.4,1,6.7
22.1667,38,22,7,21.3333,1292.3333,1.7,1,5.7
21.1667,38,23,7,22.1667,1263.6667,1.4,1,5.7
22.0,38,1,1,22.0,1302.3333,1.52,1,4.6
22.0,38,2,1,22.0,1302.8333,1.53,1,5.1
22.0,38,3,1,22.0,1314.0,1.35,0,4.6
22.0,38,4,1,22.0,1265.3333,1.36,1,4.1
23.5,38,5,1,22.0,1278.8333,1.71,0,4.6
20.5,38,6,1,23.5,1209.5,1.74,1,3.6
21.8333,38,7,1,20.5,1131.1667,2.24,1,3.6
32.6667,38,8,1,21.8333,969.1667,2.78,1,3.6
39.1667,38,9,1,32.6667,1122.5,3.31,1,3.1
37.8333,38,10,1,39.1667,1189.0,4.22,1,4.6
38.5,38,11,1,37.8333,1192.3333,4.55,1,5.7
37.8333,38,12,1,38.5,1142.6667,4.31,1,6.2
39.0,38,13,1,37.8333,1125.0,5.11,1,9.3
30.0,38,15,1,36.3333,1199.8333,5.69,1,4.6
19.8333,38,16,1,30.0,1142.1667,4.6,1,5.7
17.8333,38,17,1,19.8333,1019.5,4.04,0,4.6
20.1667,38,18,1,17.8333,1072.8333,3.49,1,4.1
25.0,38,19,1,20.1667,1165.5,3.77,0,3.6
27.5,38,20,1,25.0,1199.6667,4.15,1,5.1
31.8333,38,21,1,27.5,1246.3333,3.92,1,5.1
34.0,38,22,1,31.8333,1270.8333,3.81,1,5.7
36.1667,38,23,1,34.0,1275.0,3.31,1,7.2
40.0,38,1,2,39.3333,1270.5,3.72,1,6.2
40.0,38,2,2,40.0,1275.3333,4.38,0,6.7
40.0,38,3,2,40.0,1242.8333,4.9,1,7.2
40.0,38,4,2,40.0,1229.0,4.98,1,8.2
40.0,38,5,2,40.0,1282.5,5.0,1,8.2
37.1667,38,6,2,40.0,1236.3333,4.99,1,7.7
37.0,38,7,2,37.1667,1118.0,5.28,1,7.2
37.8333,38,8,2,37.0,876.3333,5.84,0,8.2
37.5,38,9,2,37.8333,1063.5,7.03,1,9.3
38.8333,38,10,2,37.5,1136.5,7.97,0,8.2
30.0,38,11,2,38.8333,979.3333,9.51,1,8.7
37.8333,38,12,2,30.0,1124.6667,10.0,0,7.2
38.0,38,13,2,37.8333,1108.5,10.12,0,7.7
34.8333,38,14,2,38.0,1166.3333,9.88,1,6.7
30.8333,38,15,2,34.8333,1212.1667,9.43,0,6.2
29.8333,38,17,2,29.6667,1018.3333,8.69,1,5.7
29.8333,38,17,2,29.6667,1018.3333,8.47,0,4.1
37.8333,38,18,2,29.8333,1105.1667,7.88,0,3.6
38.1667,38,19,2,37.8333,1201.6667,7.07,1,4.6
36.8333,38,20,2,38.1667,1262.6667,6.9,1,4.6
33.1667,38,22,2,38.0,1263.8333,6.99,1,6.7
40.0,38,23,2,33.1667,1233.3333,7.13,1,8.2
39.0,38,1,3,39.5,1275.6667,8.96,1,4.6
39.0,38,2,3,39.0,1285.0,9.67,1,5.1
39.0,38,3,3,39.0,1273.8333,9.78,1,4.6
39.0,38,4,3,39.0,1231.1667,9.54,1,4.1
39.3333,38,5,3,39.0,1294.8333,9.52,0,5.1
35.3333,38,6,3,39.3333,1228.6667,9.35,1,5.1
36.0,38,7,3,35.3333,1117.6667,9.25,1,4.6
34.8333,38,8,3,36.0,916.0,9.41,1,5.1
33.0,38,9,3,34.8333,1122.0,9.48,1,5.7
34.5,38,10,3,33.0,1185.0,9.68,1,5.7
37.8333,38,11,3,34.5,1180.8333,7.05,1,4.6
32.3333,38,12,3,37.8333,1149.6667,6.55,1,4.6
38.0,38,13,3,32.3333,1138.0,6.03,1,7.7
37.8333,38,14,3,38.0,1193.1667,5.84,1,7.2
32.8333,38,15,3,37.8333,1215.3333,6.87,0,9.3
30.5,38,16,3,32.8333,1119.8333,7.05,1,9.8
10.5,38,17,3,30.5,1014.8333,6.6,1,9.3
11.3333,38,18,3,10.5,1086.0,6.05,1,8.7
14.3333,38,19,3,11.3333,1154.1667,5.75,0,7.7
16.5,38,20,3,14.3333,1248.5,5.28,1,6.7
16.3333,38,21,3,16.5,1239.8333,5.0,1,6.2
13.1667,38,22,3,16.3333,1256.5,5.0,0,6.2
18.6667,38,23,3,13.1667,1279.3333,4.83,1,7.2
23.0,38,1,4,22.8333,1300.1667,4.68,1,6.7
23.0,38,2,4,23.0,1310.6667,4.4,0,7.7
23.0,38,3,4,23.0,1299.5,4.39,1,6.7
23.0,38,4,4,23.0,1270.3333,4.4,0,7.7
23.3333,38,5,4,23.0,1297.1667,4.58,0,9.3
21.0,38,6,4,23.3333,1231.5,4.64,1,11.8
16.1667,38,7,4,21.0,1120.6667,4.99,0,11.3
19.0,38,8,4,16.1667,933.0,5.1,1,12.9
30.3333,38,9,4,19.0,1114.3333,5.56,1,13.4
29.5,38,10,4,30.3333,1189.3333,6.87,1,12.9
28.5,38,11,4,29.5,1211.3333,6.95,1,12.3
36.6667,38,12,4,28.5,1152.3333,7.95,1,12.9
36.6667,38,13,4,36.6667,1134.5,9.27,1,11.3
33.0,38,14,4,36.6667,1225.5,9.55,1,11.8
21.6667,38,15,4,33.0,1208.5,8.65,1,9.3
17.0,38,16,4,21.6667,1128.5,7.94,1,9.8
14.3333,38,17,4,17.0,1021.3333,7.12,1,9.3
15.1667,38,18,4,14.3333,1099.1667,6.33,1,6.2
14.3333,38,19,4,15.1667,1170.8333,5.12,0,5.1
11.3333,38,20,4,14.3333,1239.0,4.23,1,4.1
13.6667,38,21,4,11.3333,1251.6667,3.92,0,5.1
16.0,38,22,4,13.6667,1262.0,3.78,0,4.6
19.0,38,23,4,16.0,1256.5,3.15,0,4.1
22.0,38,1,5,21.5,1286.3333,2.05,1,3.1
22.0,38,2,5,22.0,1281.1667,1.51,0,2.6
22.0,38,3,5,22.0,1275.3333,1.9,0,2.1
22.0,38,4,5,22.0,1205.3333,2.1,0,2.1
22.6667,38,5,5,22.0,1255.5,3.29,1,2.6
19.5,38,6,5,22.6667,1192.6667,3.98,1,3.1
15.8333,38,7,5,19.5,1112.1667,4.63,0,3.6
18.8333,38,8,5,15.8333,969.6667,5.88,0,3.6
38.5,38,9,5,18.8333,1140.1667,5.89,1,4.6
37.1667,38,10,5,38.5,1207.0,6.26,1,5.1
30.1667,38,11,5,37.1667,1183.0,6.75,1,5.7
37.0,38,12,5,30.1667,1142.3333,7.75,1,6.2
37.3333,38,13,5,37.0,1121.5,8.78,1,7.7
36.6667,38,14,5,37.3333,1175.3333,9.68,1,8.2
33.5,38,15,5,36.6667,1184.6667,10.04,1,4.6
24.0,38,16,5,33.5,1115.5,10.22,1,5.1
7.0,38,17,5,24.0,1035.0,9.52,1,10.3
6.6667,38,18,5,7.0,1134.5,8.18,0,7.2
5.3333,38,19,5,6.6667,1181.8333,7.43,1,5.7
4.0,38,20,5,5.3333,1243.5,7.48,0,5.7
3.3333,38,21,5,4.0,1238.6667,7.13,1,7.2
2.0,38,22,5,3.3333,1266.3333,6.37,0,9.3
3.5,38,23,5,2.0,1262.3333,6.06,0,5.1
6.0,38,1,6,6.3333,1303.8333,5.75,0,4.1
6.0,38,2,6,6.0,1296.5,6.4,0,5.7
6.0,38,3,6,6.0,1293.0,6.62,1,5.7
6.0,38,4,6,6.0,1246.8333,6.75,0,8.2
5.1667,38,5,6,6.0,1310.8333,6.81,1,7.2
4.8333,38,6,6,5.1667,1292.0,5.95,1,6.2
5.5,38,7,6,4.8333,1276.8333,5.95,1,7.7
21.1667,38,8,6,5.5,1241.8333,6.29,1,9.8
28.6667,38,9,6,21.1667,1237.3333,6.98,0,11.3
30.0,38,10,6,28.6667,1230.0,7.69,1,10.8
33.5,38,11,6,30.0,1190.8333,7.97,0,10.8
32.3333,38,12,6,33.5,1180.1667,8.32,1,12.3
33.0,38,13,6,32.3333,1175.6667,7.94,0,11.3
29.6667,38,14,6,33.0,1186.0,7.51,1,7.7
28.3333,38,15,6,29.6667,1167.0,7.5,0,8.7
27.6667,38,16,6,28.3333,1192.1667,6.96,1,5.7
22.5,38,17,6,27.6667,1191.3333,6.79,0,5.1
27.1667,38,18,6,22.5,1227.5,6.32,1,3.1
19.5,38,19,6,27.1667,1232.0,5.69,1,2.6
24.0,38,20,6,19.5,1219.3333,5.23,1,2.1
21.5,38,21,6,24.0,1253.0,4.77,1,3.1
16.5,38,22,6,21.5,1250.3333,4.01,1,3.1
15.8333,38,23,6,16.5,1248.0,3.35,1,3.1
17.0,38,1,7,17.0,1275.3333,2.72,1,2.1
17.0,38,2,7,17.0,1282.1667,2.58,1,2.6
17.0,38,3,7,17.0,1271.5,2.21,1,1.5
17.0,38,4,7,17.0,1240.1667,2.31,1,4.1
17.3333,38,5,7,17.0,1280.1667,2.68,1,3.1
17.3333,38,6,7,17.3333,1283.8333,3.13,1,7.2
18.6667,38,7,7,17.3333,1249.1667,2.86,1,7.7
20.5,38,8,7,18.6667,1250.6667,3.41,0,7.2
22.3333,38,9,7,20.5,1246.6667,4.57,0,6.7
21.8333,38,10,7,22.3333,1228.0,5.62,0,10.3
20.8333,38,11,7,21.8333,1197.3333,5.34,1,13.9
19.6667,38,12,7,20.8333,1193.0,5.21,0,12.9
23.3333,38,13,7,19.6667,1179.3333,5.15,1,7.2
17.8333,38,14,7,23.3333,1204.1667,3.73,1,18.5
17.1667,38,15,7,17.8333,1205.3333,3.35,1,9.8
18.8333,38,16,7,17.1667,1207.5,3.71,1,7.2
20.1667,38,17,7,18.8333,1207.1667,2.63,1,7.7
21.5,38,18,7,20.1667,1215.5,1.86,1,7.7
20.1667,38,19,7,21.5,1234.3333,1.86,1,6.7
19.8333,38,20,7,20.1667,1266.8333,1.51,1,7.7
16.5,38,21,7,19.8333,1238.3333,1.51,1,7.7
20.3333,38,22,7,16.5,1248.6667,1.61,0,7.2
22.5,38,23,7,20.3333,1244.5,1.27,1,7.7
26.0,38,1,1,26.3333,1256.6667,1.17,1,6.2
26.0,38,2,1,26.0,1263.3333,1.27,1,7.2
26.0,38,3,1,26.0,1270.6667,1.36,1,6.7
26.0,38,4,1,26.0,1226.1667,1.14,0,6.7
26.6667,38,5,1,26.0,1282.5,1.26,1,8.2
15.6667,38,6,1,26.6667,1175.5,1.8,0,3.6
19.0,38,7,1,15.6667,1065.8333,2.34,1,5.1
27.8333,38,8,1,19.0,959.6667,3.93,1,4.6
38.1667,38,9,1,27.8333,1088.6667,5.12,0,5.7
39.8333,38,10,1,38.1667,1135.5,6.26,1,4.1
41.3333,38,11,1,39.8333,1173.6667,7.43,0,5.7
32.0,38,12,1,41.3333,1122.1667,8.04,0,5.7
38.0,38,13,1,32.0,1089.5,8.13,1,6.2
34.3333,38,14,1,38.0,1164.1667,8.81,0,5.1
34.1667,38,15,1,34.3333,1186.0,8.47,1,6.7
31.6667,38,16,1,34.1667,1089.0,8.62,0,7.7
19.0,38,17,1,31.6667,998.0,7.82,1,8.2
19.0,38,18,1,19.0,1105.1667,7.06,1,8.7
23.6667,38,19,1,19.0,1163.5,7.3,1,10.3
29.6667,38,20,1,23.6667,1204.8333,7.74,1,10.3
30.5,38,21,1,29.6667,1211.1667,8.73,1,10.3
30.0,38,22,1,30.5,1239.8333,9.2,1,11.3
31.1667,38,23,1,30.0,1234.8333,9.89,1,9.8
35.0,38,1,2,35.1667,1235.6667,9.57,1,11.8
35.0,38,2,2,35.0,1273.8333,6.08,1,7.7
35.0,38,3,2,35.0,1272.6667,5.6,1,7.2
35.0,38,4,2,35.0,1220.0,4.81,1,8.2
35.0,38,5,2,35.0,1270.1667,4.44,1,9.8
32.1667,38,6,2,35.0,1190.5,4.25,1,6.2
35.0,38,7,2,32.1667,1113.6667,3.92,1,5.7
38.5,38,8,2,35.0,915.6667,3.93,1,4.1
39.0,38,9,2,38.5,1108.0,4.2,1,6.7
39.0,38,10,2,39.0,1160.5,5.0,1,5.7
39.0,38,11,2,39.0,1190.0,6.91,1,6.7
37.5,38,12,2,39.0,1134.6667,6.33,1,5.7
34.5,38,13,2,37.5,1131.5,6.16,1,8.7
36.0,38,14,2,34.5,1202.0,7.21,1,9.8
35.0,38,15,2,36.0,1189.3333,7.22,1,10.3
25.8333,38,16,2,35.0,1127.0,6.87,1,12.3
19.6667,38,17,2,25.8333,1010.3333,6.58,0,10.8
21.3333,38,18,2,19.6667,1010.3333,5.96,1,12.9
24.0,38,19,2,21.3333,812.1667,5.72,1,10.8
33.0,38,20,2,24.0,1223.3333,5.98,1,10.8
38.6667,38,21,2,33.0,1254.8333,5.98,1,10.8
38.3333,38,22,2,38.6667,1243.0,5.98,0,11.8
38.1667,38,23,2,38.3333,1301.3333,5.97,1,12.3
38.0,38,1,3,38.5,1284.6667,5.34,1,11.3
38.0,38,2,3,38.0,1285.5,5.75,1,11.8
38.0,38,3,3,38.0,1285.5,5.84,1,14.9
38.0,38,4,3,38.0,1237.3333,5.96,1,13.9
38.0,38,5,3,38.0,1297.5,5.89,1,14.4
32.0,38,6,3,38.0,1248.0,5.7,0,15.4
28.8333,38,7,3,32.0,1139.6667,5.72,1,15.4
31.8333,38,8,3,28.8333,976.0,6.18,1,12.3
38.6667,38,9,3,31.8333,1100.6667,6.92,1,14.4
46.1667,38,10,3,38.6667,1148.1667,8.25,0,12.9
32.1667,38,11,3,46.1667,1183.8333,9.2,1,13.4
33.0,38,12,3,32.1667,1125.8333,9.3,0,13.4
32.8333,38,13,3,33.0,1097.3333,9.21,1,12.3
29.6667,38,14,3,32.8333,1206.5,8.58,1,13.4
19.0,38,15,3,29.6667,1185.5,8.05,1,13.4
10.6667,38,16,3,19.0,1136.0,7.74,1,10.3
3.3333,38,17,3,10.6667,1020.5,7.43,1,6.2
8.1667,38,18,3,3.3333,1094.1667,7.13,1,8.2
8.5,38,19,3,8.1667,1193.5,7.13,1,5.7
11.0,38,20,3,8.5,1249.8333,7.47,1,7.7
14.8333,38,21,3,11.0,1246.3333,7.86,1,7.7
19.8333,38,22,3,14.8333,1279.6667,7.85,1,8.7
21.6667,38,23,3,19.8333,1322.0,7.84,1,8.2
23.0,38,1,4,22.5,1315.5,8.32,1,8.7
23.0,38,2,4,23.0,1310.8333,8.96,1,9.8
23.0,38,3,4,23.0,1320.1667,9.26,1,10.3
23.0,38,4,4,23.0,1281.8333,9.57,1,10.3
24.6667,38,5,4,23.0,1308.5,9.86,1,13.9
21.0,38,6,4,24.6667,1246.0,9.55,1,11.8
24.8333,38,7,4,21.0,1146.1667,8.93,1,11.3
27.5,38,8,4,24.8333,935.1667,9.16,1,10.3
21.3333,38,9,4,27.5,1096.0,9.62,0,11.8
27.8333,38,10,4,21.3333,1193.1667,10.23,0,11.8
37.0,38,11,4,27.8333,1178.3333,9.45,1,10.8
39.1667,38,12,4,37.0,1137.5,10.7,0,10.8
29.6667,38,13,4,39.1667,1118.3333,10.24,1,11.3
27.1667,38,14,4,29.6667,1214.1667,10.16,0,10.8
25.6667,38,15,4,27.1667,1193.1667,10.1,0,10.8
21.5,38,16,4,25.6667,1121.6667,9.88,0,10.3
6.8333,38,17,4,21.5,1022.6667,9.13,0,8.7
7.0,38,18,4,6.8333,1078.5,8.39,1,9.8
2.6667,38,19,4,7.0,1154.1667,7.86,1,4.1
4.6667,38,20,4,2.6667,1231.1667,7.49,1,3.6
11.5,38,21,4,4.6667,1250.0,9.03,1,3.1
11.5,38,22,4,11.5,1257.0,10.06,1,2.6
11.8333,38,23,4,11.5,1275.8333,11.07,1,8.2
14.0,38,1,5,13.3333,1300.5,11.07,1,10.8
14.0,38,2,5,14.0,1301.1667,10.95,1,11.8
14.0,38,3,5,14.0,1311.8333,11.06,1,12.3
14.0,38,4,5,14.0,1251.8333,10.42,1,12.9
16.0,38,5,5,14.0,1284.0,9.47,1,10.8
7.8333,38,6,5,16.0,1232.8333,8.74,1,11.8
4.3333,38,7,5,7.8333,1162.8333,8.32,1,10.3
7.6667,38,8,5,4.3333,997.1667,8.42,0,7.2
11.8333,38,9,5,7.6667,1152.0,9.09,0,9.3
10.1667,38,10,5,11.8333,1207.5,9.72,1,11.3
12.1667,38,11,5,10.1667,1226.5,9.75,0,14.9
19.0,38,12,5,12.1667,1117.3333,10.19,0,12.9
21.6667,38,13,5,19.0,1132.0,9.88,1,13.9
13.6667,38,14,5,21.6667,1190.6667,9.92,1,10.3
14.0,38,15,5,13.6667,1177.3333,9.35,1,12.3
9.3333,38,16,5,14.0,1122.6667,8.61,1,9.8
2.1667,38,17,5,9.3333,1063.5,8.38,0,5.1
4.5,38,18,5,2.1667,1174.3333,7.69,1,5.7
6.1667,38,19,5,4.5,1194.5,6.96,1,2.6
2.0,38,20,5,6.1667,1243.5,6.67,1,3.6
1.6667,38,21,5,2.0,1275.6667,5.84,1,2.6
1.5,38,22,5,1.6667,1310.5,5.42,1,2.6
1.3333,38,23,5,1.5,1286.8333,5.34,1,2.6
3.0,38,1,6,2.3333,1323.8333,8.78,1,3.1
3.0,38,2,6,3.0,1320.0,10.45,1,6.2
3.0,38,3,6,3.0,1335.1667,10.84,1,7.2
3.0,38,4,6,3.0,1275.6667,10.84,1,7.2
2.1667,38,5,6,3.0,1340.8333,10.61,1,8.7
3.5,38,6,6,2.1667,1297.1667,10.34,1,8.7
2.8333,38,7,6,3.5,1303.0,10.34,1,9.8
1.6667,38,8,6,2.8333,1282.1667,10.95,1,9.8
0.8333,38,9,6,1.6667,1265.1667,11.06,1,9.8
0.5,38,10,6,0.8333,1292.0,11.28,1,9.3
0.1667,38,11,6,0.5,1277.8333,11.06,1,8.7
0.6667,38,12,6,0.1667,1233.0,10.6,1,7.7
2.8333,38,13,6,0.6667,1253.8333,9.19,1,8.7
1.6667,38,14,6,2.8333,1242.5,7.16,1,12.9
3.1667,38,15,6,1.6667,1274.1667,6.77,0,11.3
1.6667,38,16,6,3.1667,1260.8333,6.18,1,8.7
3.3333,38,17,6,1.6667,1266.6667,5.81,1,8.7
4.8333,38,18,6,3.3333,1268.1667,4.9,0,8.2
2.8333,38,19,6,4.8333,1278.0,4.2,0,6.7
1.1667,38,20,6,2.8333,1293.1667,2.94,1,5.7
1.8333,38,21,6,1.1667,1293.8333,2.87,0,7.2
0.5,38,22,6,1.8333,1299.3333,2.78,0,7.2
0.8333,38,23,6,0.5,1298.6667,2.25,0,7.7
2.0,38,1,7,1.6667,1325.3333,1.96,0,8.2
2.0,38,2,7,2.0,1326.0,1.96,1,6.2
2.0,38,3,7,2.0,1331.0,1.43,0,5.7
2.0,38,4,7,2.0,1286.0,1.08,0,7.7
2.0,38,5,7,2.0,1329.6667,1.07,0,7.2
2.0,38,6,7,2.0,1322.3333,1.26,1,5.7
0.0,38,7,7,2.0,1287.0,1.75,0,5.1
0.1667,38,8,7,0.0,1296.3333,3.27,0,6.2
0.8333,38,9,7,0.1667,1274.6667,4.63,0,6.7
1.3333,38,10,7,0.8333,1285.6667,5.29,1,11.3
0.0,38,11,7,1.3333,1250.0,6.22,1,11.8
2.0,38,12,7,0.0,1243.6667,8.31,0,11.8
0.8333,38,13,7,2.0,1240.1667,9.49,0,10.3
0.1667,38,14,7,0.8333,1195.0,9.93,0,8.7
2.8333,38,15,7,0.1667,1139.1667,9.69,1,11.3
3.5,38,16,7,2.8333,1123.6667,9.31,1,10.3
3.0,38,17,7,3.5,1113.5,7.65,1,10.3
3.6667,38,18,7,3.0,1102.8333,7.3,0,5.1
1.3333,38,19,7,3.6667,1111.5,6.24,1,7.7
2.0,38,20,7,1.3333,1123.8333,5.21,0,6.7
3.6667,38,21,7,2.0,1099.8333,5.11,0,8.2
5.8333,38,22,7,3.6667,1072.1667,4.68,0,6.2
9.0,38,23,7,5.8333,1085.0,4.49,0,7.2
10.1667,38,1,1,10.8333,1311.5,4.91,0,6.7
8.3333,38,2,1,10.1667,1292.5,4.91,0,4.1
10.0,38,3,1,8.3333,1306.8333,5.0,1,6.2
10.0,38,4,1,10.0,1255.3333,5.0,1,4.6
